user_id,text,timestamp,likes,replies
@cristobal009,"Por favor ponganse serios CHV. EL VIDEO PARA CADA 5 minutos con publicidades. Son realmente importante cuando uno quiere ver y entender lo que psa con nuestros candidatos presidenciales???

Un poco de respeto a este proceso por favor",2025-11-12T10:58:25Z,4,1
@miguelbustamanteortega9774,PARISI 2026 🇨🇱,2025-11-12T10:46:18Z,1,0
@JorgeElizondoA.,"que lata, aún no me representa ninguno.",2025-11-12T10:21:13Z,3,0
@patya4868,Horrible que colocaran comerciales interrumpiendo el debate. Den las cuando termine   🤬,2025-11-12T10:04:51Z,1,0
@belformirandapardo,"Kast me gustaba más por su mano dura con la delincuencia, más allá de todas las necesidades del país, creo que primordial es la seguridad como base, el hecho de que tenga paraísos fiscales siento que no está bien para ser presidente aunque sea legítimo. Kaiser sin embargo es más duro aún, y se desmarca de todos los postulantes, tiene sus ""manos limpias"" y no cambia su discurso, siento que es lo que chile necesita más allá del color político, hay gente que solamente vota por el cesgo político. Creo que si hubiera un candidato de izquierda en algún momento que me representase, le daría mi voto, no tendría problema, pero hace tiempo que la izquierda no tiene a alguien serio postulando. Hoy mi voto es Kaiser.",2025-11-12T08:42:05Z,0,0
@jyefi,"03:36:07 Porqué ese mandíbuleo, Kast? Parece que estaba buena...",2025-11-12T07:05:56Z,0,0
@jyefi,03:46:29 Mathei lanza un Milei...,2025-11-12T06:54:27Z,0,0
@dioaray,"La cara de Parisi despues de la explicación de Matthei me dejo pensando, tiro un facto qué él ignoraba o se equivoco en el calculo.",2025-11-12T06:01:36Z,0,0
@dioaray,"La cara de Parisi despues de la explicación de Matthei me dejo pensando, tiro un facto qué él ignoraba o se equivoco en el calculo.",2025-11-12T06:01:21Z,2,0
@angelinealvarado303,Parisii es,2025-11-12T05:01:09Z,0,0
@Elmismisimo.123,Escuchar a Artes y Jara es perder el tiempo de una manera...,2025-11-12T04:35:19Z,1,0
@usuario077,Franco por favor No le toques el bolsillo a los politicos 🤣,2025-11-12T04:22:17Z,2,0
@katherinecabezaslecaros8350,Alguien más cree que Kaiser tiene el fetiche de disfrazarse y hablar como guagua? Qué personaje más patético… 😂,2025-11-12T03:39:06Z,2,0
@la_mancha_roja,Kaiser dandole la flor a mattei❤,2025-11-12T03:20:51Z,0,0
@austriaeneconomy,Horrible la estructura del debate,2025-11-12T03:19:42Z,0,0
@josefinastella7,alguien q me diga que significa o q idioma era lo q la evelyn matthei le dijo al kaiser cuando le regalo la flor,2025-11-12T03:17:44Z,1,1
@vmre,Kaiser presidente,2025-11-12T02:55:15Z,0,0
@miguela.maturana1913,02:41:29 - ER SUERDO,2025-11-12T02:41:57Z,0,0
@AlePuffa,1:47:21 jsjaja la cara de matei y parisi,2025-11-12T02:38:29Z,1,0
@Aunstrums,"3:55:49 hay que cerrar el estadio 😎

GRANDE JOUUU 💙",2025-11-12T02:27:37Z,0,0
@miguela.maturana1913,TAMOS CAGAOS.,2025-11-12T01:40:29Z,0,0
@TheMalaFama,2:40:48 a lo que vienen xd,2025-11-12T01:39:04Z,2,0
@PaulaTG,Que le dice Kayser a Evelyn cuando saluda???,2025-11-12T01:24:41Z,0,0
@Rheyx-t1n,"La cara de odio que ponia la julia vidal a los candidatos de derecha 

disimula un poquito fanatica!",2025-11-12T01:22:44Z,5,0
@shahinshamshiri-amirkolai1931,"Tener hijos es caro. No hay trabajo. No hay tiempo y los derechos están extremadamente a favor de la mujer. Tener hijos hoy en día, si no tienes los recursos para mantenerlos, es mejor no tener. Quizá hayan personas que digan: ""Si pero debes hacerte cargo"" Pues... operarse abajo es hacerse cargo. Tomarse la pastilla del día después es hacerse cargo, y si una mujer lo decirde, abortar es hacerse cargo. No comparto la ideología de la izquierda, porque se ha demostrado que la izquierda no sabe mantener una economía funcional y estable. Estados unidos, Inglaterra son países de derecha, y no interfieren en las desiciones de la ciudadanía. Esto demuestra lo atrasados que estamos a comparación de los paises más desarollados.",2025-11-12T01:20:34Z,4,0
@MireyaRamirez-r3t,Jajajaj himan desesperado ofreciendo bonos y un pie para la casa 😂😂😂😂😂😂😂,2025-11-12T00:59:08Z,0,0
@hellokoreachile,Que patua la jara... diciendo que no mientan.... y ella es la reina de los mentirosos,2025-11-12T00:53:46Z,1,0
@loretopobleteo2412,"Que sacamos con sacar a todos los militares a la calle? Piensen en que hacer para que las personas que entren a la cárcel salgan siendo otro tipo de personas. 
que las personas que están encerradas mantengan su mente ocupada y no tengan que estar de ociosos. Se necesita invertir, con profesionales competentes como por ejemplo psicólogos, sociólogos o algo así. Y hacerlos trabajar. Pueden trabajar con ganadería o agricultura. Y solventar alimentación en colegios. Y así los niños pueden alimentarse mejor y no tengan que estar comiendo pan con dulce o un galleton todo duro, luchando con un eligir vivir sano. Y alimentándose pésimo.",2025-11-12T00:32:55Z,2,0
@sandragutierrez4024,Estado de sitio y toque de queda,2025-11-12T00:27:23Z,2,0
@sandragutierrez4024,"La reincseción social es inaplicable, ésa gente no tiene remedio",2025-11-12T00:25:18Z,6,0
@nataliasantander-nq7xv,Perdimos tiempo escuchando a los nefastos Artes y Meo,2025-11-12T00:17:38Z,2,0
@nataliasantander-nq7xv,Ganó Kaiser,2025-11-12T00:16:39Z,1,0
@matiaseduardo1211,"Kast no responde ni una wea, se quedó en primera de seguro. Kaiser presidente 🔥",2025-11-12T00:05:02Z,0,0
@Brojas421,"No recuerdo que hayan habido tantos candidatos antes, no me gusta ni uno",2025-11-11T23:59:02Z,0,0
@catalinavial329,1:53:16,2025-11-11T23:58:20Z,1,0
@claudiov8,"Viejo artes china es una dictadura. Anda robar te cortan las manos ,señor neofito ,uds esta no se que haciendo hay .",2025-11-11T23:56:15Z,0,0
@Bárbara-t4v5k,Artes jajajjaja😂,2025-11-11T23:50:47Z,0,0
@eflteacherayala,"ME-O siempre desubicado con sus torpezas. 
(de bully con sus oponentes)",2025-11-11T23:46:38Z,2,0
